nameOfIssuer,titleOfClass,cusip,value,shares,putCall,investmentDiscretion,va_sole,va_shared,va_none
POOL CORP,COM,73278L105,113677200000,390000,,DFND,390000,0,0
POOL CORP,COM,73278L105,894518600000,3068885,,DFND,3068885,0,0
SIRIUS XM HOLDINGS INC,COMMON STOCK,829933100,367172923000,15984890,,DFND,15984890,0,0
SIRIUS XM HOLDINGS INC,COMMON STOCK,829933100,2207881476000,96120221,,DFND,96120221,0,0
SIRIUS XM HOLDINGS INC,COMMON STOCK,829933100,30469498000,1326491,,DFND,1326491,0,0
SIRIUS XM HOLDINGS INC,COMMON STOCK,829933100,145746717000,6345090,,DFND,6345090,0,0
UNITEDHEALTH GROUP INC,COM,91324P102,609870153000,1954900,,DFND,1954900,0,0
UNITEDHEALTH GROUP INC,COM,91324P102,962322628000,3084664,,DFND,3084664,0,0
VERISIGN INC,COM,92343E102,1522827094000,5272947,,DFND,5272947,0,0
VERISIGN INC,COM,92343E102,2315290250000,8016933,,DFND,8016933,0,0
VISA INC,COM CL A,92826C839,2946013173000,8297460,,DFND,8297460,0,0
ALLEGION PLC,ORD SHS,G0176J109,112432768000,780133,,DFND,780133,0,0
AON PLC,SHS CL A,G0403H108,821975040000,2304000,,DFND,2304000,0,0
AON PLC,SHS CL A,G0403H108,15628229000,43806,,DFND,43806,0,0
AON PLC,SHS CL A,G0403H108,625112731000,1752194,,DFND,1752194,0,0
LIBERTY LATIN AMERICA LTD,COM CL A,G9001E102,6134203000,1005607,,DFND,1005607,0,0
LIBERTY LATIN AMERICA LTD,COM CL A,G9001E102,9913629000,1625185,,DFND,1625185,0,0
LIBERTY LATIN AMERICA LTD,COM CL C,G9001E128,7986604000,1284020,,DFND,1284020,0,0
CHUBB LIMITED,COM,H1467J104,7832227900000,27033784,,DFND,27033784,0,0
